"Index","Quantity","Part Number","Manufacturer Part Number","Description","Customer Reference","Available","Backorder","Unit Price","Extended Price USD"
"1","1","SST39SF010A-70-4C-WHE-ND","SST39SF010A-70-4C-WHE","IC FLASH 1M PARALLEL 32TSOP","","1","0","1.02000","1.02"
"2","1","S9001-ND","SPC02SYAN","CONN JUMPER SHORTING GOLD FLASH","","1","0","0.10000","0.10"
"3","2","541-47KACT-ND","CRCW080547K0JNEA","RES SMD 47K OHM 5% 1/8W 0805","","2","0","0.10000","0.20"
"4","50","A117856CT-ND","1544210-2","SIL CONTACT Y1 THROUGH HOLE","","50","0","0.03040","1.52"
"5","1","2057-PH1RB-03-UA-ND","PH1RB-03-UA","CONN HEADER R/A 3POS 2.54MM","","1","0","0.11000","0.11"
